"itemCraftado";"classe";"slot";"tier";"mapa";"ingredienteOrdem";"ingrediente";"quantidade";"papel";"origem"
"Traje de Refinaria Sombria";"Assassino";"ARMOR";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Torácico Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Traje de Refinaria Sombria";"Assassino";"ARMOR";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Traje Antimotim Sombrio";"Assassino";"ARMOR";"7";"Avenida dos Caídos";"1";"Colete Tático Rasgado (Patrulha T7 Armadura)";"110";"MAIN_COMPONENT";"PATRULHA"
"Traje Antimotim Sombrio";"Assassino";"ARMOR";"7";"Avenida dos Caídos";"2";"Placa de Sensor Roxa";"55";"SHARED_MATERIAL";"TECNOVARREDURA"
"Traje Antimotim Sombrio";"Assassino";"ARMOR";"7";"Avenida dos Caídos";"3";"Biomaterial Torácico Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Traje Antimotim Sombrio";"Assassino";"ARMOR";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Traje Helix de Infiltração";"Assassino";"ARMOR";"8";"Complexo Helix";"1";"Revestimento de Polímero Helix (Patrulha T8 Armadura)";"110";"MAIN_COMPONENT";"PATRULHA"
"Traje Helix de Infiltração";"Assassino";"ARMOR";"8";"Complexo Helix";"2";"Interface de Camuflagem Helix";"55";"SHARED_MATERIAL";"TECNOVARREDURA"
"Traje Helix de Infiltração";"Assassino";"ARMOR";"8";"Complexo Helix";"3";"Biomaterial Torácico Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Traje Helix de Infiltração";"Assassino";"ARMOR";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Traje Titânico da Necrópole";"Assassino";"ARMOR";"9";"Necrópole Industrial";"1";"Fibra de Compressão Pesada (Patrulha T9 Pés)";"120";"MAIN_COMPONENT";"PATRULHA"
"Traje Titânico da Necrópole";"Assassino";"ARMOR";"9";"Necrópole Industrial";"2";"Núcleo Necrótico Carmesim";"60";"SHARED_MATERIAL";"TECNOVARREDURA"
"Traje Titânico da Necrópole";"Assassino";"ARMOR";"9";"Necrópole Industrial";"3";"Biomaterial Torácico Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Traje Titânico da Necrópole";"Assassino";"ARMOR";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Traje da Ruína Silenciosa";"Assassino";"ARMOR";"10";"Marco Zero";"1";"Envoltório de Fibra Escarlate";"120";"MAIN_COMPONENT";"PATRULHA"
"Traje da Ruína Silenciosa";"Assassino";"ARMOR";"10";"Marco Zero";"2";"Núcleo de Ocultação Final";"60";"SHARED_MATERIAL";"TECNOVARREDURA"
"Traje da Ruína Silenciosa";"Assassino";"ARMOR";"10";"Marco Zero";"3";"Biomaterial Torácico Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Traje da Ruína Silenciosa";"Assassino";"ARMOR";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Jeans Cortado";"Assassino";"PANTS";"1";"Subúrbio Silencioso";"1";"Retalho de Jeans Ajustado";"80";"MAIN_COMPONENT";"PATRULHA"
"Perneiras de Jeans Cortado";"Assassino";"PANTS";"1";"Subúrbio Silencioso";"2";"Prego Afiado de Cerca";"40";"SHARED_MATERIAL";"ARSENAL"
"Perneiras de Jeans Cortado";"Assassino";"PANTS";"1";"Subúrbio Silencioso";"3";"Biomaterial Articular Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Jeans Cortado";"Assassino";"PANTS";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Oficina Enferrujada";"Assassino";"PANTS";"2";"Distrito da Ferrugem";"1";"Bainha de Uniforme Escura";"80";"MAIN_COMPONENT";"PATRULHA"
"Perneiras de Oficina Enferrujada";"Assassino";"PANTS";"2";"Distrito da Ferrugem";"2";"Ponta de Chave de Fenda";"40";"SHARED_MATERIAL";"ARSENAL"
"Perneiras de Oficina Enferrujada";"Assassino";"PANTS";"2";"Distrito da Ferrugem";"3";"Biomaterial Articular Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Oficina Enferrujada";"Assassino";"PANTS";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Maca Silenciosa";"Assassino";"PANTS";"3";"Hospital Santa Ruína";"1";"Acolchoado de Maca Fino";"90";"MAIN_COMPONENT";"PATRULHA"
"Perneiras de Maca Silenciosa";"Assassino";"PANTS";"3";"Hospital Santa Ruína";"2";"Lâmina de Tesoura Clínica";"45";"SHARED_MATERIAL";"ARSENAL"
"Perneiras de Maca Silenciosa";"Assassino";"PANTS";"3";"Hospital Santa Ruína";"3";"Biomaterial Articular Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Maca Silenciosa";"Assassino";"PANTS";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Passageiro Oculto";"Assassino";"PANTS";"4";"Terminal dos Esquecidos";"1";"Tapete de Embarque Desfiado (Patrulha T4 Pernas)";"90";"MAIN_COMPONENT";"PATRULHA"
"Perneiras de Passageiro Oculto";"Assassino";"PANTS";"4";"Terminal dos Esquecidos";"2";"Ponta de Canivete Quebrado";"45";"SHARED_MATERIAL";"ARSENAL"
"Perneiras de Passageiro Oculto";"Assassino";"PANTS";"4";"Terminal dos Esquecidos";"3";"Biomaterial Articular Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Passageiro Oculto";"Assassino";"PANTS";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Quarentena Leve";"Assassino";"PANTS";"5";"Zona de Quarentena 9";"1";"Acolchoado Antimordida Leve";"100";"MAIN_COMPONENT";"PATRULHA"
"Perneiras de Quarentena Leve";"Assassino";"PANTS";"5";"Zona de Quarentena 9";"2";"Dardo de Contenção Verde";"50";"SHARED_MATERIAL";"ARSENAL"
"Perneiras de Quarentena Leve";"Assassino";"PANTS";"5";"Zona de Quarentena 9";"3";"Biomaterial Articular Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Quarentena Leve";"Assassino";"PANTS";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Cinza Industrial";"Assassino";"PANTS";"6";"Refinaria do Pó Cinzento";"1";"Relé de Refinaria";"100";"MAIN_COMPONENT";"TECNOVARREDURA"
"Perneiras de Cinza Industrial";"Assassino";"PANTS";"6";"Refinaria do Pó Cinzento";"2";"Faca de Manutenção Queimada";"50";"SHARED_MATERIAL";"ARSENAL"
"Perneiras de Cinza Industrial";"Assassino";"PANTS";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Articular Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Cinza Industrial";"Assassino";"PANTS";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Patrulha Mutagênica";"Assassino";"PANTS";"7";"Avenida dos Caídos";"1";"Joelheira Tática Rasgada (Patrulha T7 Pernas)";"110";"MAIN_COMPONENT";"PATRULHA"
"Perneiras de Patrulha Mutagênica";"Assassino";"PANTS";"7";"Avenida dos Caídos";"2";"Espinho Balístico Roxo";"55";"SHARED_MATERIAL";"ARSENAL"
"Perneiras de Patrulha Mutagênica";"Assassino";"PANTS";"7";"Avenida dos Caídos";"3";"Biomaterial Articular Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras de Patrulha Mutagênica";"Assassino";"PANTS";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras Articuladas Helix";"Assassino";"PANTS";"8";"Complexo Helix";"1";"Polímero Articulado Silencioso";"110";"MAIN_COMPONENT";"PATRULHA"
"Perneiras Articuladas Helix";"Assassino";"PANTS";"8";"Complexo Helix";"2";"Microserra Helix (Arsenal T8 Pernas)";"55";"SHARED_MATERIAL";"ARSENAL"
"Perneiras Articuladas Helix";"Assassino";"PANTS";"8";"Complexo Helix";"3";"Biomaterial Articular Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras Articuladas Helix";"Assassino";"PANTS";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras Necróticas de Fibra";"Assassino";"PANTS";"9";"Necrópole Industrial";"1";"Câmara de Movimento Carmesim";"120";"MAIN_COMPONENT";"TECNOVARREDURA"
"Perneiras Necróticas de Fibra";"Assassino";"PANTS";"9";"Necrópole Industrial";"2";"Lâmina Curva Carmesim";"60";"SHARED_MATERIAL";"ARSENAL"
"Perneiras Necróticas de Fibra";"Assassino";"PANTS";"9";"Necrópole Industrial";"3";"Biomaterial Articular Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras Necróticas de Fibra";"Assassino";"PANTS";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras do Marco Zero";"Assassino";"PANTS";"10";"Marco Zero";"1";"Módulo de Passo Final";"120";"MAIN_COMPONENT";"TECNOVARREDURA"
"Perneiras do Marco Zero";"Assassino";"PANTS";"10";"Marco Zero";"2";"Ponta Rubra do Colapso";"60";"SHARED_MATERIAL";"ARSENAL"
"Perneiras do Marco Zero";"Assassino";"PANTS";"10";"Marco Zero";"3";"Biomaterial Articular Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Perneiras do Marco Zero";"Assassino";"PANTS";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Pano Escuro";"Assassino";"BOOTS";"1";"Subúrbio Silencioso";"1";"Sola de Tênis Gasto";"80";"MAIN_COMPONENT";"PATRULHA"
"Sapatilhas de Pano Escuro";"Assassino";"BOOTS";"1";"Subúrbio Silencioso";"2";"Pilha de Lanterna Pequena";"40";"SHARED_MATERIAL";"TECNOVARREDURA"
"Sapatilhas de Pano Escuro";"Assassino";"BOOTS";"1";"Subúrbio Silencioso";"3";"Biomaterial de Mobilidade Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Pano Escuro";"Assassino";"BOOTS";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Ferrugem Baixa";"Assassino";"BOOTS";"2";"Distrito da Ferrugem";"1";"Cadarço de Uniforme Gasto (Patrulha T2 Pés)";"80";"MAIN_COMPONENT";"PATRULHA"
"Sapatilhas de Ferrugem Baixa";"Assassino";"BOOTS";"2";"Distrito da Ferrugem";"2";"Sensor de Porta Oxidado";"40";"SHARED_MATERIAL";"TECNOVARREDURA"
"Sapatilhas de Ferrugem Baixa";"Assassino";"BOOTS";"2";"Distrito da Ferrugem";"3";"Biomaterial de Mobilidade Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Ferrugem Baixa";"Assassino";"BOOTS";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Enfermaria Silenciosa";"Assassino";"BOOTS";"3";"Hospital Santa Ruína";"1";"Cobertura Cirúrgica Rasgada (Patrulha T3 Pés)";"90";"MAIN_COMPONENT";"PATRULHA"
"Sapatilhas de Enfermaria Silenciosa";"Assassino";"BOOTS";"3";"Hospital Santa Ruína";"2";"Sensor de Oxímetro";"45";"SHARED_MATERIAL";"TECNOVARREDURA"
"Sapatilhas de Enfermaria Silenciosa";"Assassino";"BOOTS";"3";"Hospital Santa Ruína";"3";"Biomaterial de Mobilidade Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Enfermaria Silenciosa";"Assassino";"BOOTS";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Esteira Quebrada";"Assassino";"BOOTS";"4";"Terminal dos Esquecidos";"1";"Tapete de Piso Emborrachado (Patrulha T4 Pés)";"90";"MAIN_COMPONENT";"PATRULHA"
"Sapatilhas de Esteira Quebrada";"Assassino";"BOOTS";"4";"Terminal dos Esquecidos";"2";"Chip de Esteira de Bagagem";"45";"SHARED_MATERIAL";"TECNOVARREDURA"
"Sapatilhas de Esteira Quebrada";"Assassino";"BOOTS";"4";"Terminal dos Esquecidos";"3";"Biomaterial de Mobilidade Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Esteira Quebrada";"Assassino";"BOOTS";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Quarentena Selada";"Assassino";"BOOTS";"5";"Zona de Quarentena 9";"1";"Atuador de Corte Sanitário";"100";"MAIN_COMPONENT";"TECNOVARREDURA"
"Sapatilhas de Quarentena Selada";"Assassino";"BOOTS";"5";"Zona de Quarentena 9";"2";"Detector de Gás Verde";"50";"SHARED_MATERIAL";"TECNOVARREDURA"
"Sapatilhas de Quarentena Selada";"Assassino";"BOOTS";"5";"Zona de Quarentena 9";"3";"Biomaterial de Mobilidade Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Quarentena Selada";"Assassino";"BOOTS";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Cinza Silenciosa";"Assassino";"BOOTS";"6";"Refinaria do Pó Cinzento";"1";"Condensador de Choque Cinzento";"100";"MAIN_COMPONENT";"TECNOVARREDURA"
"Sapatilhas de Cinza Silenciosa";"Assassino";"BOOTS";"6";"Refinaria do Pó Cinzento";"2";"Sensor de Vapor Cinzento";"50";"SHARED_MATERIAL";"TECNOVARREDURA"
"Sapatilhas de Cinza Silenciosa";"Assassino";"BOOTS";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial de Mobilidade Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Cinza Silenciosa";"Assassino";"BOOTS";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Asfalto Mutagênico";"Assassino";"BOOTS";"7";"Avenida dos Caídos";"1";"Microvisor de Campo Roxo";"110";"MAIN_COMPONENT";"TECNOVARREDURA"
"Sapatilhas de Asfalto Mutagênico";"Assassino";"BOOTS";"7";"Avenida dos Caídos";"2";"Módulo de Passo Instável";"55";"SHARED_MATERIAL";"TECNOVARREDURA"
"Sapatilhas de Asfalto Mutagênico";"Assassino";"BOOTS";"7";"Avenida dos Caídos";"3";"Biomaterial de Mobilidade Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Asfalto Mutagênico";"Assassino";"BOOTS";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Tração Helix";"Assassino";"BOOTS";"8";"Complexo Helix";"1";"Atuador de Dosagem Helix";"110";"MAIN_COMPONENT";"TECNOVARREDURA"
"Sapatilhas de Tração Helix";"Assassino";"BOOTS";"8";"Complexo Helix";"2";"Atuador de Tração Helix";"55";"SHARED_MATERIAL";"TECNOVARREDURA"
"Sapatilhas de Tração Helix";"Assassino";"BOOTS";"8";"Complexo Helix";"3";"Biomaterial de Mobilidade Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Tração Helix";"Assassino";"BOOTS";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Passo Carmesim";"Assassino";"BOOTS";"9";"Necrópole Industrial";"1";"Condutor Carmesim de Choque";"120";"MAIN_COMPONENT";"TECNOVARREDURA"
"Sapatilhas de Passo Carmesim";"Assassino";"BOOTS";"9";"Necrópole Industrial";"2";"Selo de Marcha Carmesim (Tecnovarredura T9 Pés)";"60";"SHARED_MATERIAL";"TECNOVARREDURA"
"Sapatilhas de Passo Carmesim";"Assassino";"BOOTS";"9";"Necrópole Industrial";"3";"Biomaterial de Mobilidade Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas de Passo Carmesim";"Assassino";"BOOTS";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas do Eclipse Rubro";"Assassino";"BOOTS";"10";"Marco Zero";"1";"Atuador Rubro de Dose Final";"120";"MAIN_COMPONENT";"TECNOVARREDURA"
"Sapatilhas do Eclipse Rubro";"Assassino";"BOOTS";"10";"Marco Zero";"2";"Célula Rubra de Silêncio";"60";"SHARED_MATERIAL";"TECNOVARREDURA"
"Sapatilhas do Eclipse Rubro";"Assassino";"BOOTS";"10";"Marco Zero";"3";"Biomaterial de Mobilidade Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Sapatilhas do Eclipse Rubro";"Assassino";"BOOTS";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Serra de Emergência Quebrada";"Médico";"MAIN_HAND";"1";"Subúrbio Silencioso";"1";"Motor de Cortador Quebrado";"80";"MAIN_COMPONENT";"TECNOVARREDURA"
"Serra de Emergência Quebrada";"Médico";"MAIN_HAND";"1";"Subúrbio Silencioso";"2";"Antisséptico Vencido";"40";"SHARED_MATERIAL";"CONTENCAO"
"Serra de Emergência Quebrada";"Médico";"MAIN_HAND";"1";"Subúrbio Silencioso";"3";"Biomaterial Cortante Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Serra de Emergência Quebrada";"Médico";"MAIN_HAND";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador de Rádio Improvisado";"Médico";"MAIN_HAND";"1";"Subúrbio Silencioso";"1";"Bateria de Rádio Quebrada";"80";"MAIN_COMPONENT";"TECNOVARREDURA"
"Desfibrilador de Rádio Improvisado";"Médico";"MAIN_HAND";"1";"Subúrbio Silencioso";"2";"Eletrodo de Borracha Sujo";"40";"SHARED_MATERIAL";"CONTENCAO"
"Desfibrilador de Rádio Improvisado";"Médico";"MAIN_HAND";"1";"Subúrbio Silencioso";"3";"Biomaterial Cortante Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador de Rádio Improvisado";"Médico";"MAIN_HAND";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Serra de Oficina Médica Oxidada";"Médico";"MAIN_HAND";"2";"Distrito da Ferrugem";"1";"Módulo de Serra Oxidado";"80";"MAIN_COMPONENT";"TECNOVARREDURA"
"Serra de Oficina Médica Oxidada";"Médico";"MAIN_HAND";"2";"Distrito da Ferrugem";"2";"Cartucho Filtrante Oxidado (Contenção T2 Main Hand)";"40";"SHARED_MATERIAL";"CONTENCAO"
"Serra de Oficina Médica Oxidada";"Médico";"MAIN_HAND";"2";"Distrito da Ferrugem";"3";"Biomaterial Cortante Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Serra de Oficina Médica Oxidada";"Médico";"MAIN_HAND";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador de Bobina Enferrujada";"Médico";"MAIN_HAND";"2";"Distrito da Ferrugem";"1";"Bobina de Choque Oxidada";"80";"MAIN_COMPONENT";"TECNOVARREDURA"
"Desfibrilador de Bobina Enferrujada";"Médico";"MAIN_HAND";"2";"Distrito da Ferrugem";"2";"Isolador de Oficina";"40";"SHARED_MATERIAL";"CONTENCAO"
"Desfibrilador de Bobina Enferrujada";"Médico";"MAIN_HAND";"2";"Distrito da Ferrugem";"3";"Biomaterial Cortante Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador de Bobina Enferrujada";"Médico";"MAIN_HAND";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Serra Cirúrgica de Triagem";"Médico";"MAIN_HAND";"3";"Hospital Santa Ruína";"1";"Motor Cirúrgico Quebrado";"90";"MAIN_COMPONENT";"TECNOVARREDURA"
"Serra Cirúrgica de Triagem";"Médico";"MAIN_HAND";"3";"Hospital Santa Ruína";"2";"Selo de Isolamento Clínico";"45";"SHARED_MATERIAL";"CONTENCAO"
"Serra Cirúrgica de Triagem";"Médico";"MAIN_HAND";"3";"Hospital Santa Ruína";"3";"Biomaterial Cortante Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Serra Cirúrgica de Triagem";"Médico";"MAIN_HAND";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador de Leito Clínico";"Médico";"MAIN_HAND";"3";"Hospital Santa Ruína";"1";"Placa de Desfibrilador Rachada";"90";"MAIN_COMPONENT";"TECNOVARREDURA"
"Desfibrilador de Leito Clínico";"Médico";"MAIN_HAND";"3";"Hospital Santa Ruína";"2";"Gel Condutor Vencido";"45";"SHARED_MATERIAL";"CONTENCAO"
"Desfibrilador de Leito Clínico";"Médico";"MAIN_HAND";"3";"Hospital Santa Ruína";"3";"Biomaterial Cortante Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador de Leito Clínico";"Médico";"MAIN_HAND";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Serra de Resgate do Terminal";"Médico";"MAIN_HAND";"4";"Terminal dos Esquecidos";"1";"Motor de Porta Automática";"90";"MAIN_COMPONENT";"TECNOVARREDURA"
"Serra de Resgate do Terminal";"Médico";"MAIN_HAND";"4";"Terminal dos Esquecidos";"2";"Isolante de Painel Sanitário";"45";"SHARED_MATERIAL";"CONTENCAO"
"Serra de Resgate do Terminal";"Médico";"MAIN_HAND";"4";"Terminal dos Esquecidos";"3";"Biomaterial Cortante Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Serra de Resgate do Terminal";"Médico";"MAIN_HAND";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador de Cabine de Emergência";"Médico";"MAIN_HAND";"4";"Terminal dos Esquecidos";"1";"Capacitor de Cabine";"90";"MAIN_COMPONENT";"TECNOVARREDURA"
"Desfibrilador de Cabine de Emergência";"Médico";"MAIN_HAND";"4";"Terminal dos Esquecidos";"2";"Lacre de Maleta Médica";"45";"SHARED_MATERIAL";"CONTENCAO"
"Desfibrilador de Cabine de Emergência";"Médico";"MAIN_HAND";"4";"Terminal dos Esquecidos";"3";"Biomaterial Cortante Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador de Cabine de Emergência";"Médico";"MAIN_HAND";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Serra de Contenção Verde";"Médico";"MAIN_HAND";"5";"Zona de Quarentena 9";"1";"Atuador de Corte Sanitário";"100";"MAIN_COMPONENT";"TECNOVARREDURA"
"Serra de Contenção Verde";"Médico";"MAIN_HAND";"5";"Zona de Quarentena 9";"2";"Ampola Selante Verde";"50";"SHARED_MATERIAL";"CONTENCAO"
"Serra de Contenção Verde";"Médico";"MAIN_HAND";"5";"Zona de Quarentena 9";"3";"Biomaterial Cortante Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Serra de Contenção Verde";"Médico";"MAIN_HAND";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador de Quarentena";"Médico";"MAIN_HAND";"5";"Zona de Quarentena 9";"1";"Bateria de Choque Verde";"100";"MAIN_COMPONENT";"TECNOVARREDURA"
"Desfibrilador de Quarentena";"Médico";"MAIN_HAND";"5";"Zona de Quarentena 9";"2";"Gel Condutor Tóxico";"50";"SHARED_MATERIAL";"CONTENCAO"
"Desfibrilador de Quarentena";"Médico";"MAIN_HAND";"5";"Zona de Quarentena 9";"3";"Biomaterial Cortante Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador de Quarentena";"Médico";"MAIN_HAND";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Serra de Cautério Cinzento";"Médico";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"1";"Motor de Cautério Industrial";"100";"MAIN_COMPONENT";"TECNOVARREDURA"
"Serra de Cautério Cinzento";"Médico";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"2";"Pasta Isolante Cinzenta";"50";"SHARED_MATERIAL";"CONTENCAO"
"Serra de Cautério Cinzento";"Médico";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Cortante Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Serra de Cautério Cinzento";"Médico";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador de Vapor Cinzento";"Médico";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"1";"Condensador de Choque Cinzento";"100";"MAIN_COMPONENT";"TECNOVARREDURA"
"Desfibrilador de Vapor Cinzento";"Médico";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"2";"Selo Químico de Vapor";"50";"SHARED_MATERIAL";"CONTENCAO"
"Desfibrilador de Vapor Cinzento";"Médico";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Cortante Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Desfibrilador de Vapor Cinzento";"Médico";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Serra de Resgate Mutagênica";"Médico";"MAIN_HAND";"7";"Avenida dos Caídos";"1";"Motor de Resgate Blindado";"110";"MAIN_COMPONENT";"TECNOVARREDURA"
"Serra de Resgate Mutagênica";"Médico";"MAIN_HAND";"7";"Avenida dos Caídos";"2";"Cápsula Cerâmica Roxa";"55";"SHARED_MATERIAL";"CONTENCAO"
"Serra de Resgate Mutagênica";"Médico";"MAIN_HAND";"7";"Avenida dos Caídos";"3";"Biomaterial Cortante Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Serra de Resgate Mutagênica";"Médico";"MAIN_HAND";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
