scenarioKey,scenarioLabel,className,fromLevel,toLevel,tier,huntingLevel,xpRequired,effectiveXpPerHour,effectiveXpPerKill,killsPerHour,secondsPerFind,ttkSeconds,secondsPerMob,mapName,hoursToLevel,days24hToLevel,cumulativeHours,cumulativeDays24h,cumulativeDays12h,cumulativeDays6h
provavel,Provavel,Assassino,6,7,1,5,6082,1451,8.5,170,13,8.09,21.09,Subúrbio Silencioso,4.1916,0.1746,11.1247,0.4635,0.9271,1.8541
provavel,Provavel,Assassino,7,8,1,5,8422,1451,8.5,170,13,8.09,21.09,Subúrbio Silencioso,5.8043,0.2418,16.929,0.7054,1.4108,2.8215
provavel,Provavel,Assassino,8,9,1,5,10995,1451,8.5,170,13,8.09,21.09,Subúrbio Silencioso,7.5775,0.3157,24.5065,1.0211,2.0422,4.0844
provavel,Provavel,Assassino,9,10,1,5,13334,1451,8.5,170,13,8.09,21.09,Subúrbio Silencioso,9.1895,0.3829,33.6961,1.404,2.808,5.616
provavel,Provavel,Assassino,10,11,1,5,15908,1451,8.5,170,13,8.09,21.09,Subúrbio Silencioso,10.9635,0.4568,44.6595,1.8608,3.7216,7.4433
provavel,Provavel,Assassino,11,12,2,12,2495,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,1.6055,0.0669,46.2651,1.9277,3.8554,7.7108
provavel,Provavel,Assassino,12,13,2,12,4991,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,3.2117,0.1338,49.4768,2.0615,4.1231,8.2461
provavel,Provavel,Assassino,13,14,2,12,8734,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,5.6203,0.2342,55.0971,2.2957,4.5914,9.1829
provavel,Provavel,Assassino,14,15,2,12,14972,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,9.6345,0.4014,64.7316,2.6972,5.3943,10.7886
provavel,Provavel,Assassino,15,16,2,12,22458,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,14.4517,0.6022,79.1834,3.2993,6.5986,13.1972
provavel,Provavel,Assassino,16,17,2,12,32439,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,20.8745,0.8698,100.0579,4.1691,8.3382,16.6763
provavel,Provavel,Assassino,17,18,2,12,44916,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,28.9035,1.2043,128.9613,5.3734,10.7468,21.4936
provavel,Provavel,Assassino,18,19,2,12,58640,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,37.7349,1.5723,166.6962,6.9457,13.8914,27.7827
provavel,Provavel,Assassino,19,20,2,12,71116,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,45.7632,1.9068,212.4594,8.8525,17.705,35.4099
provavel,Provavel,Assassino,20,21,2,12,84840,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,54.5946,2.2748,267.054,11.1273,22.2545,44.509
provavel,Provavel,Assassino,21,22,3,18,7278,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,3.0839,0.1285,270.1379,11.2557,22.5115,45.023
provavel,Provavel,Assassino,22,23,3,18,14556,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,6.1678,0.257,276.3057,11.5127,23.0255,46.051
provavel,Provavel,Assassino,23,24,3,18,25473,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,10.7936,0.4497,287.0994,11.9625,23.9249,47.8499
provavel,Provavel,Assassino,24,25,3,18,43668,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,18.5034,0.771,305.6027,12.7334,25.4669,50.9338
provavel,Provavel,Assassino,25,26,3,18,65502,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,27.7551,1.1565,333.3578,13.8899,27.7798,55.5596
provavel,Provavel,Assassino,26,27,3,18,94614,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,40.0907,1.6704,373.4485,15.5604,31.1207,62.2414
provavel,Provavel,Assassino,27,28,3,18,131004,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,55.5102,2.3129,428.9587,17.8733,35.7466,71.4931
provavel,Provavel,Assassino,28,29,3,18,171032,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,72.4712,3.0196,501.4299,20.8929,41.7858,83.5716
provavel,Provavel,Assassino,29,30,3,18,207422,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,87.8907,3.6621,589.3205,24.555,49.11,98.2201
provavel,Provavel,Assassino,30,31,3,18,247451,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,104.8521,4.3688,694.1727,28.9239,57.8477,115.6954
provavel,Provavel,Assassino,31,32,4,25,14036,3404,42,81,9,35,44,Terminal dos Esquecidos,4.1234,0.1718,698.296,29.0957,58.1913,116.3827
provavel,Provavel,Assassino,32,33,4,25,28072,3404,42,81,9,35,44,Terminal dos Esquecidos,8.2468,0.3436,706.5428,29.4393,58.8786,117.7571
provavel,Provavel,Assassino,33,34,4,25,49126,3404,42,81,9,35,44,Terminal dos Esquecidos,14.4318,0.6013,720.9747,30.0406,60.0812,120.1624
provavel,Provavel,Assassino,34,35,4,25,84217,3404,42,81,9,35,44,Terminal dos Esquecidos,24.7406,1.0309,745.7153,31.0715,62.1429,124.2859
provavel,Provavel,Assassino,35,36,4,25,126325,3404,42,81,9,35,44,Terminal dos Esquecidos,37.1108,1.5463,782.826,32.6178,65.2355,130.471
provavel,Provavel,Assassino,36,37,4,25,182469,3404,42,81,9,35,44,Terminal dos Esquecidos,53.6043,2.2335,836.4303,34.8513,69.7025,139.405
provavel,Provavel,Assassino,37,38,4,25,252650,3404,42,81,9,35,44,Terminal dos Esquecidos,74.2215,3.0926,910.6518,37.9438,75.8876,151.7753
provavel,Provavel,Assassino,38,39,4,25,329848,3404,42,81,9,35,44,Terminal dos Esquecidos,96.9001,4.0375,1007.5519,41.9813,83.9627,167.9253
provavel,Provavel,Assassino,39,40,4,25,400029,3404,42,81,9,35,44,Terminal dos Esquecidos,117.5173,4.8966,1125.0692,46.8779,93.7558,187.5115
provavel,Provavel,Assassino,40,41,4,25,477227,3404,42,81,9,35,44,Terminal dos Esquecidos,140.1959,5.8415,1265.2652,52.7194,105.4388,210.8775
provavel,Provavel,Assassino,41,42,5,30,28696,5361,64.6,83,8,35,43,Zona de Quarentena 9,5.3527,0.223,1270.6179,52.9424,105.8848,211.7697
provavel,Provavel,Assassino,42,43,5,30,57392,5361,64.6,83,8,35,43,Zona de Quarentena 9,10.7055,0.4461,1281.3234,53.3885,106.7769,213.5539
provavel,Provavel,Assassino,43,44,5,30,100436,5361,64.6,83,8,35,43,Zona de Quarentena 9,18.7346,0.7806,1300.058,54.1691,108.3382,216.6763
provavel,Provavel,Assassino,44,45,5,30,172176,5361,64.6,83,8,35,43,Zona de Quarentena 9,32.1164,1.3382,1332.1744,55.5073,111.0145,222.0291
provavel,Provavel,Assassino,45,46,5,30,258264,5361,64.6,83,8,35,43,Zona de Quarentena 9,48.1746,2.0073,1380.3489,57.5145,115.0291,230.0582
provavel,Provavel,Assassino,46,47,5,30,373048,5361,64.6,83,8,35,43,Zona de Quarentena 9,69.5855,2.8994,1449.9345,60.4139,120.8279,241.6557
provavel,Provavel,Assassino,47,48,5,30,516529,5361,64.6,83,8,35,43,Zona de Quarentena 9,96.3494,4.0146,1546.2838,64.4285,128.857,257.714
provavel,Provavel,Assassino,48,49,5,30,674357,5361,64.6,83,8,35,43,Zona de Quarentena 9,125.7894,5.2412,1672.0733,69.6697,139.3394,278.6789
provavel,Provavel,Assassino,49,50,5,30,817837,5361,64.6,83,8,35,43,Zona de Quarentena 9,152.5531,6.3564,1824.6263,76.0261,152.0522,304.1044
provavel,Provavel,Assassino,50,51,5,30,975665,5361,64.6,83,8,35,43,Zona de Quarentena 9,181.9931,7.583,2006.6194,83.6091,167.2183,334.4366
provavel,Provavel,Assassino,51,52,6,35,53545,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,6.4598,0.2692,2013.0792,83.8783,167.7566,335.5132
provavel,Provavel,Assassino,52,53,6,35,107090,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,12.9195,0.5383,2025.9987,84.4166,168.8332,337.6665
provavel,Provavel,Assassino,53,54,6,35,187408,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,22.6092,0.9421,2048.608,85.3587,170.7173,341.4347
provavel,Provavel,Assassino,54,55,6,35,321271,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,38.7587,1.6149,2087.3667,86.9736,173.9472,347.8944
provavel,Provavel,Assassino,55,56,6,35,481906,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,58.138,2.4224,2145.5047,89.396,178.7921,357.5841
provavel,Provavel,Assassino,56,57,6,35,696087,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,83.9772,3.499,2229.4819,92.8951,185.7902,371.5803
provavel,Provavel,Assassino,57,58,6,35,963812,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,116.276,4.8448,2345.7579,97.7399,195.4798,390.9597
provavel,Provavel,Assassino,58,59,6,35,1258310,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,151.8048,6.3252,2497.5627,104.0651,208.1302,416.2605
provavel,Provavel,Assassino,59,60,6,35,1526036,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,184.1038,7.671,2681.6665,111.7361,223.4722,446.9444
provavel,Provavel,Assassino,60,61,6,35,1820534,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,219.6325,9.1514,2901.299,120.8875,241.7749,483.5498
provavel,Provavel,Assassino,61,62,7,40,102048,12195,143.5,85,7,35,42,Avenida dos Caídos,8.368,0.3487,2909.667,121.2361,242.4723,484.9445
provavel,Provavel,Assassino,62,63,7,40,204095,12195,143.5,85,7,35,42,Avenida dos Caídos,16.736,0.6973,2926.403,121.9335,243.8669,487.7338
provavel,Provavel,Assassino,63,64,7,40,357167,12195,143.5,85,7,35,42,Avenida dos Caídos,29.288,1.2203,2955.691,123.1538,246.3076,492.6152
provavel,Provavel,Assassino,64,65,7,40,612286,12195,143.5,85,7,35,42,Avenida dos Caídos,50.208,2.092,3005.8989,125.2458,250.4916,500.9832
provavel,Provavel,Assassino,65,66,7,40,918429,12195,143.5,85,7,35,42,Avenida dos Caídos,75.3119,3.138,3081.2108,128.3838,256.7676,513.5351
provavel,Provavel,Assassino,66,67,7,40,1326619,12195,143.5,85,7,35,42,Avenida dos Caídos,108.7838,4.5327,3189.9947,132.9164,265.8329,531.6658
provavel,Provavel,Assassino,67,68,7,40,1836858,12195,143.5,85,7,35,42,Avenida dos Caídos,150.6239,6.276,3340.6186,139.1924,278.3849,556.7698
provavel,Provavel,Assassino,68,69,7,40,2398120,12195,143.5,85,7,35,42,Avenida dos Caídos,196.6478,8.1937,3537.2664,147.3861,294.7722,589.5444
provavel,Provavel,Assassino,69,70,7,40,2908358,12195,143.5,85,7,35,42,Avenida dos Caídos,238.4877,9.937,3775.7541,157.3231,314.6462,629.2923
provavel,Provavel,Assassino,70,71,7,40,3469620,12195,143.5,85,7,35,42,Avenida dos Caídos,284.5117,11.8547,4060.2658,169.1777,338.3555,676.711
provavel,Provavel,Assassino,71,72,8,45,181326,18092,208,87,6,35,41,Complexo Helix,10.0224,0.4176,4070.2882,169.5953,339.1907,678.3814
provavel,Provavel,Assassino,72,73,8,45,362651,18092,208,87,6,35,41,Complexo Helix,20.0448,0.8352,4090.3331,170.4305,340.8611,681.7222
provavel,Provavel,Assassino,73,74,8,45,634640,18092,208,87,6,35,41,Complexo Helix,35.0785,1.4616,4125.4115,171.8921,343.7843,687.5686
provavel,Provavel,Assassino,74,75,8,45,1087954,18092,208,87,6,35,41,Complexo Helix,60.1345,2.5056,4185.5461,174.3978,348.7955,697.591
provavel,Provavel,Assassino,75,76,8,45,1631931,18092,208,87,6,35,41,Complexo Helix,90.2018,3.7584,4275.7479,178.1562,356.3123,712.6246
provavel,Provavel,Assassino,76,77,8,45,2357233,18092,208,87,6,35,41,Complexo Helix,130.2915,5.4288,4406.0393,183.585,367.1699,734.3399
provavel,Provavel,Assassino,77,78,8,45,3263861,18092,208,87,6,35,41,Complexo Helix,180.4035,7.5168,4586.4429,191.1018,382.2036,764.4071
provavel,Provavel,Assassino,78,79,8,45,4261152,18092,208,87,6,35,41,Complexo Helix,235.5269,9.8136,4821.9697,200.9154,401.8308,803.6616
provavel,Provavel,Assassino,79,80,8,45,5167781,18092,208,87,6,35,41,Complexo Helix,285.639,11.9016,5107.6088,212.817,425.6341,851.2681
provavel,Provavel,Assassino,80,81,8,45,6165071,18092,208,87,6,35,41,Complexo Helix,340.7623,14.1984,5448.371,227.0155,454.0309,908.0618
provavel,Provavel,Assassino,81,82,9,48,324390,26052,299.5,87,6,35,41,Necrópole Industrial,12.4516,0.5188,5460.8227,227.5343,455.0686,910.1371
provavel,Provavel,Assassino,82,83,9,48,648780,26052,299.5,87,6,35,41,Necrópole Industrial,24.9033,1.0376,5485.7259,228.5719,457.1438,914.2877
provavel,Provavel,Assassino,83,84,9,48,1135365,26052,299.5,87,6,35,41,Necrópole Industrial,43.5807,1.8159,5529.3067,230.3878,460.7756,921.5511
provavel,Provavel,Assassino,84,85,9,48,1946339,26052,299.5,87,6,35,41,Necrópole Industrial,74.7098,3.1129,5604.0164,233.5007,467.0014,934.0027
provavel,Provavel,Assassino,85,86,9,48,2919509,26052,299.5,87,6,35,41,Necrópole Industrial,112.0647,4.6694,5716.0811,238.17,476.3401,952.6802
provavel,Provavel,Assassino,86,87,9,48,4217069,26052,299.5,87,6,35,41,Necrópole Industrial,161.8712,6.7446,5877.9523,244.9147,489.8294,979.6587
provavel,Provavel,Assassino,87,88,9,48,5839018,26052,299.5,87,6,35,41,Necrópole Industrial,224.1294,9.3387,6102.0817,254.2534,508.5068,1017.0136
provavel,Provavel,Assassino,88,89,9,48,7623162,26052,299.5,87,6,35,41,Necrópole Industrial,292.6133,12.1922,6394.695,266.4456,532.8912,1065.7825
provavel,Provavel,Assassino,89,90,9,48,9245112,26052,299.5,87,6,35,41,Necrópole Industrial,354.8715,14.7863,6749.5665,281.2319,562.4639,1124.9277
provavel,Provavel,Assassino,90,91,9,48,11029256,26052,299.5,87,6,35,41,Necrópole Industrial,423.3554,17.6398,7172.9219,298.8717,597.7435,1195.487
provavel,Provavel,Assassino,91,92,10,50,582238,37142,426.9,87,6,35,41,Marco Zero,15.676,0.6532,7188.5979,299.5249,599.0498,1198.0997
provavel,Provavel,Assassino,92,93,10,50,1164477,37142,426.9,87,6,35,41,Marco Zero,31.352,1.3063,7219.9499,300.8312,601.6625,1203.325
provavel,Provavel,Assassino,93,94,10,50,2037834,37142,426.9,87,6,35,41,Marco Zero,54.866,2.2861,7274.816,303.1173,606.2347,1212.4693
provavel,Provavel,Assassino,94,95,10,50,3493430,37142,426.9,87,6,35,41,Marco Zero,94.0561,3.919,7368.872,307.0363,614.0727,1228.1453
provavel,Provavel,Assassino,95,96,10,50,5240144,37142,426.9,87,6,35,41,Marco Zero,141.0841,5.8785,7509.9561,312.9148,625.8297,1251.6593
provavel,Provavel,Assassino,96,97,10,50,7569097,37142,426.9,87,6,35,41,Marco Zero,203.7881,8.4912,7713.7442,321.406,642.812,1285.624
provavel,Provavel,Assassino,97,98,10,50,10480289,37142,426.9,87,6,35,41,Marco Zero,282.1681,11.757,7995.9123,333.163,666.326,1332.6521
provavel,Provavel,Assassino,98,99,10,50,13682599,37142,426.9,87,6,35,41,Marco Zero,368.3862,15.3494,8364.2985,348.5124,697.0249,1394.0497
provavel,Provavel,Assassino,99,100,10,50,16593791,37142,426.9,87,6,35,41,Marco Zero,446.7662,18.6153,8811.0647,367.1277,734.2554,1468.5108
provavel,Provavel,Atirador,1,2,1,5,468,1476,8.5,173,13,7.72,20.72,Subúrbio Silencioso,0.3171,0.0132,0.3171,0.0132,0.0264,0.0528
provavel,Provavel,Atirador,2,3,1,5,936,1476,8.5,173,13,7.72,20.72,Subúrbio Silencioso,0.6341,0.0264,0.9512,0.0396,0.0793,0.1585
provavel,Provavel,Atirador,3,4,1,5,1638,1476,8.5,173,13,7.72,20.72,Subúrbio Silencioso,1.1098,0.0462,2.061,0.0859,0.1717,0.3435
provavel,Provavel,Atirador,4,5,1,5,2807,1476,8.5,173,13,7.72,20.72,Subúrbio Silencioso,1.9018,0.0792,3.9627,0.1651,0.3302,0.6605
provavel,Provavel,Atirador,5,6,1,5,4211,1476,8.5,173,13,7.72,20.72,Subúrbio Silencioso,2.853,0.1189,6.8157,0.284,0.568,1.136
provavel,Provavel,Atirador,6,7,1,5,6082,1476,8.5,173,13,7.72,20.72,Subúrbio Silencioso,4.1206,0.1717,10.9363,0.4557,0.9114,1.8227
provavel,Provavel,Atirador,7,8,1,5,8422,1476,8.5,173,13,7.72,20.72,Subúrbio Silencioso,5.706,0.2377,16.6423,0.6934,1.3869,2.7737
provavel,Provavel,Atirador,8,9,1,5,10995,1476,8.5,173,13,7.72,20.72,Subúrbio Silencioso,7.4492,0.3104,24.0915,1.0038,2.0076,4.0152
provavel,Provavel,Atirador,9,10,1,5,13334,1476,8.5,173,13,7.72,20.72,Subúrbio Silencioso,9.0339,0.3764,33.1253,1.3802,2.7604,5.5209
provavel,Provavel,Atirador,10,11,1,5,15908,1476,8.5,173,13,7.72,20.72,Subúrbio Silencioso,10.7778,0.4491,43.9031,1.8293,3.6586,7.3172
provavel,Provavel,Atirador,11,12,2,12,2495,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,1.6055,0.0669,45.5087,1.8962,3.7924,7.5848
provavel,Provavel,Atirador,12,13,2,12,4991,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,3.2117,0.1338,48.7204,2.03,4.06,8.1201
provavel,Provavel,Atirador,13,14,2,12,8734,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,5.6203,0.2342,54.3407,2.2642,4.5284,9.0568
provavel,Provavel,Atirador,14,15,2,12,14972,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,9.6345,0.4014,63.9752,2.6656,5.3313,10.6625
provavel,Provavel,Atirador,15,16,2,12,22458,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,14.4517,0.6022,78.4269,3.2678,6.5356,13.0712
provavel,Provavel,Atirador,16,17,2,12,32439,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,20.8745,0.8698,99.3014,4.1376,8.2751,16.5502
provavel,Provavel,Atirador,17,18,2,12,44916,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,28.9035,1.2043,128.2049,5.3419,10.6837,21.3675
provavel,Provavel,Atirador,18,19,2,12,58640,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,37.7349,1.5723,165.9398,6.9142,13.8283,27.6566
provavel,Provavel,Atirador,19,20,2,12,71116,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,45.7632,1.9068,211.703,8.821,17.6419,35.2838
provavel,Provavel,Atirador,20,21,2,12,84840,1554,14.7,106,11,22.93,33.93,Distrito da Ferrugem,54.5946,2.2748,266.2976,11.0957,22.1915,44.3829
provavel,Provavel,Atirador,21,22,3,18,7278,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,3.0839,0.1285,269.3815,11.2242,22.4485,44.8969
provavel,Provavel,Atirador,22,23,3,18,14556,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,6.1678,0.257,275.5493,11.4812,22.9624,45.9249
provavel,Provavel,Atirador,23,24,3,18,25473,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,10.7936,0.4497,286.3429,11.931,23.8619,47.7238
provavel,Provavel,Atirador,24,25,3,18,43668,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,18.5034,0.771,304.8463,12.7019,25.4039,50.8077
provavel,Provavel,Atirador,25,26,3,18,65502,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,27.7551,1.1565,332.6014,13.8584,27.7168,55.4336
provavel,Provavel,Atirador,26,27,3,18,94614,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,40.0907,1.6704,372.6921,15.5288,31.0577,62.1153
provavel,Provavel,Atirador,27,28,3,18,131004,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,55.5102,2.3129,428.2022,17.8418,35.6835,71.367
provavel,Provavel,Atirador,28,29,3,18,171032,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,72.4712,3.0196,500.6734,20.8614,41.7228,83.4456
provavel,Provavel,Atirador,29,30,3,18,207422,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,87.8907,3.6621,588.5641,24.5235,49.047,98.094
provavel,Provavel,Atirador,30,31,3,18,247451,2360,25.9,91,10,29.48,39.48,Hospital Santa Ruína,104.8521,4.3688,693.4162,28.8923,57.7847,115.5694
provavel,Provavel,Atirador,31,32,4,25,14036,3404,42,81,9,35,44,Terminal dos Esquecidos,4.1234,0.1718,697.5396,29.0642,58.1283,116.2566
provavel,Provavel,Atirador,32,33,4,25,28072,3404,42,81,9,35,44,Terminal dos Esquecidos,8.2468,0.3436,705.7864,29.4078,58.8155,117.6311
provavel,Provavel,Atirador,33,34,4,25,49126,3404,42,81,9,35,44,Terminal dos Esquecidos,14.4318,0.6013,720.2182,30.0091,60.0182,120.0364
provavel,Provavel,Atirador,34,35,4,25,84217,3404,42,81,9,35,44,Terminal dos Esquecidos,24.7406,1.0309,744.9588,31.04,62.0799,124.1598
provavel,Provavel,Atirador,35,36,4,25,126325,3404,42,81,9,35,44,Terminal dos Esquecidos,37.1108,1.5463,782.0696,32.5862,65.1725,130.3449
provavel,Provavel,Atirador,36,37,4,25,182469,3404,42,81,9,35,44,Terminal dos Esquecidos,53.6043,2.2335,835.6739,34.8197,69.6395,139.279
provavel,Provavel,Atirador,37,38,4,25,252650,3404,42,81,9,35,44,Terminal dos Esquecidos,74.2215,3.0926,909.8954,37.9123,75.8246,151.6492
provavel,Provavel,Atirador,38,39,4,25,329848,3404,42,81,9,35,44,Terminal dos Esquecidos,96.9001,4.0375,1006.7955,41.9498,83.8996,167.7992
provavel,Provavel,Atirador,39,40,4,25,400029,3404,42,81,9,35,44,Terminal dos Esquecidos,117.5173,4.8966,1124.3128,46.8464,93.6927,187.3855
provavel,Provavel,Atirador,40,41,4,25,477227,3404,42,81,9,35,44,Terminal dos Esquecidos,140.1959,5.8415,1264.5088,52.6879,105.3757,210.7515
provavel,Provavel,Atirador,41,42,5,30,28696,5361,64.6,83,8,35,43,Zona de Quarentena 9,5.3527,0.223,1269.8615,52.9109,105.8218,211.6436
provavel,Provavel,Atirador,42,43,5,30,57392,5361,64.6,83,8,35,43,Zona de Quarentena 9,10.7055,0.4461,1280.567,53.357,106.7139,213.4278
provavel,Provavel,Atirador,43,44,5,30,100436,5361,64.6,83,8,35,43,Zona de Quarentena 9,18.7346,0.7806,1299.3015,54.1376,108.2751,216.5503
provavel,Provavel,Atirador,44,45,5,30,172176,5361,64.6,83,8,35,43,Zona de Quarentena 9,32.1164,1.3382,1331.4179,55.4757,110.9515,221.903
provavel,Provavel,Atirador,45,46,5,30,258264,5361,64.6,83,8,35,43,Zona de Quarentena 9,48.1746,2.0073,1379.5925,57.483,114.966,229.9321
provavel,Provavel,Atirador,46,47,5,30,373048,5361,64.6,83,8,35,43,Zona de Quarentena 9,69.5855,2.8994,1449.178,60.3824,120.7648,241.5297
provavel,Provavel,Atirador,47,48,5,30,516529,5361,64.6,83,8,35,43,Zona de Quarentena 9,96.3494,4.0146,1545.5274,64.397,128.794,257.5879
provavel,Provavel,Atirador,48,49,5,30,674357,5361,64.6,83,8,35,43,Zona de Quarentena 9,125.7894,5.2412,1671.3168,69.6382,139.2764,278.5528
provavel,Provavel,Atirador,49,50,5,30,817837,5361,64.6,83,8,35,43,Zona de Quarentena 9,152.5531,6.3564,1823.8699,75.9946,151.9892,303.9783
provavel,Provavel,Atirador,50,51,5,30,975665,5361,64.6,83,8,35,43,Zona de Quarentena 9,181.9931,7.583,2005.863,83.5776,167.1552,334.3105
provavel,Provavel,Atirador,51,52,6,35,53545,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,6.4598,0.2692,2012.3228,83.8468,167.6936,335.3871
provavel,Provavel,Atirador,52,53,6,35,107090,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,12.9195,0.5383,2025.2423,84.3851,168.7702,337.5404
provavel,Provavel,Atirador,53,54,6,35,187408,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,22.6092,0.9421,2047.8515,85.3271,170.6543,341.3086
provavel,Provavel,Atirador,54,55,6,35,321271,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,38.7587,1.6149,2086.6102,86.9421,173.8842,347.7684
provavel,Provavel,Atirador,55,56,6,35,481906,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,58.138,2.4224,2144.7483,89.3645,178.729,357.458
provavel,Provavel,Atirador,56,57,6,35,696087,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,83.9772,3.499,2228.7255,92.8636,185.7271,371.4542
provavel,Provavel,Atirador,57,58,6,35,963812,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,116.276,4.8448,2345.0015,97.7084,195.4168,390.8336
provavel,Provavel,Atirador,58,59,6,35,1258310,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,151.8048,6.3252,2496.8063,104.0336,208.0672,416.1344
provavel,Provavel,Atirador,59,60,6,35,1526036,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,184.1038,7.671,2680.91,111.7046,223.4092,446.8183
provavel,Provavel,Atirador,60,61,6,35,1820534,8289,97.5,85,7,35,42,Refinaria do Pó Cinzento,219.6325,9.1514,2900.5426,120.8559,241.7119,483.4238
provavel,Provavel,Atirador,61,62,7,40,102048,12195,143.5,85,7,35,42,Avenida dos Caídos,8.368,0.3487,2908.9106,121.2046,242.4092,484.8184
provavel,Provavel,Atirador,62,63,7,40,204095,12195,143.5,85,7,35,42,Avenida dos Caídos,16.736,0.6973,2925.6465,121.9019,243.8039,487.6078
provavel,Provavel,Atirador,63,64,7,40,357167,12195,143.5,85,7,35,42,Avenida dos Caídos,29.288,1.2203,2954.9345,123.1223,246.2445,492.4891
provavel,Provavel,Atirador,64,65,7,40,612286,12195,143.5,85,7,35,42,Avenida dos Caídos,50.208,2.092,3005.1425,125.2143,250.4285,500.8571
provavel,Provavel,Atirador,65,66,7,40,918429,12195,143.5,85,7,35,42,Avenida dos Caídos,75.3119,3.138,3080.4544,128.3523,256.7045,513.4091
provavel,Provavel,Atirador,66,67,7,40,1326619,12195,143.5,85,7,35,42,Avenida dos Caídos,108.7838,4.5327,3189.2383,132.8849,265.7699,531.5397
provavel,Provavel,Atirador,67,68,7,40,1836858,12195,143.5,85,7,35,42,Avenida dos Caídos,150.6239,6.276,3339.8621,139.1609,278.3218,556.6437
provavel,Provavel,Atirador,68,69,7,40,2398120,12195,143.5,85,7,35,42,Avenida dos Caídos,196.6478,8.1937,3536.5099,147.3546,294.7092,589.4183
provavel,Provavel,Atirador,69,70,7,40,2908358,12195,143.5,85,7,35,42,Avenida dos Caídos,238.4877,9.937,3774.9977,157.2916,314.5831,629.1663
provavel,Provavel,Atirador,70,71,7,40,3469620,12195,143.5,85,7,35,42,Avenida dos Caídos,284.5117,11.8547,4059.5094,169.1462,338.2924,676.5849
provavel,Provavel,Atirador,71,72,8,45,181326,18092,208,87,6,35,41,Complexo Helix,10.0224,0.4176,4069.5318,169.5638,339.1276,678.2553
provavel,Provavel,Atirador,72,73,8,45,362651,18092,208,87,6,35,41,Complexo Helix,20.0448,0.8352,4089.5766,170.399,340.7981,681.5961
provavel,Provavel,Atirador,73,74,8,45,634640,18092,208,87,6,35,41,Complexo Helix,35.0785,1.4616,4124.6551,171.8606,343.7213,687.4425
