"item";"classe";"slot";"familia";"tier";"raridade";"mapa";"materialPrincipal";"origemPrincipal";"qtdPrincipal";"materialSecundario";"origemSecundaria";"qtdSecundario";"materialTerciario";"origemTerciaria";"qtdTerciario";"biomaterial";"qtdBiomaterial";"residuo";"qtdResiduo";"motivo"
"Injetor de Emergência do Terminal";"Médico";"OFF_HAND";"Injetor";"4";"UNCOMMON";"Terminal dos Esquecidos";"Manta de Emergência Desfiada";"COLETA";"68";"Cartucho Sanitário de Cabine";"CONTENCAO";"34";"Cartucho de Sinalização";"ARSENAL";"33";"Biomaterial Reativo Incomum";"14";"Resíduo Infecto Amarelado";"24";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T4/Terminal dos Esquecidos, alinhados a Injetor, OFF_HAND e Médico."
"Injetor de Quarentena Verde";"Médico";"OFF_HAND";"Injetor";"5";"RARE";"Zona de Quarentena 9";"Sensor de Gás Verde (Tecnovarredura T5 Off Hand)";"TECNOVARREDURA";"75";"Selante Bioquímico Verde";"CONTENCAO";"38";"Pente Selado Verde";"ARSENAL";"37";"Biomaterial Reativo Raro";"16";"Resíduo Infecto Tóxico";"30";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T5/Zona de Quarentena 9, alinhados a Injetor, OFF_HAND e Médico."
"Injetor de Reagente Cinzento";"Médico";"OFF_HAND";"Injetor";"6";"RARE";"Refinaria do Pó Cinzento";"Avental de Borracha Carbonizado (Coleta T6 Armadura)";"COLETA";"75";"Cápsula Química Ressecada";"CONTENCAO";"38";"Mola Industrial Queimada";"ARSENAL";"37";"Biomaterial Reativo Raro";"20";"Resíduo Infecto Tóxico";"40";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T6/Refinaria do Pó Cinzento, alinhados a Injetor, OFF_HAND e Médico."
"Injetor Mutagênico de Campo";"Médico";"OFF_HAND";"Injetor";"7";"EPIC";"Avenida dos Caídos";"Colete Tático Paramédico";"COLETA";"83";"Cartucho Cerâmico Roxo";"CONTENCAO";"41";"Bolsa Tática Rasgada";"PATRULHA";"41";"Biomaterial Reativo Épico";"22";"Resíduo Infecto Mutagênico";"50";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T7/Avenida dos Caídos, alinhados a Injetor, OFF_HAND e Médico."
"Injetor Helix de Estabilização";"Médico";"OFF_HAND";"Injetor";"8";"EPIC";"Complexo Helix";"Revestimento de Polímero Clínico";"COLETA";"83";"Ampola Cerâmica Helix";"CONTENCAO";"41";"Estojo de Polímero Helix";"PATRULHA";"41";"Biomaterial Reativo Épico";"28";"Resíduo Infecto Mutagênico";"60";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T8/Complexo Helix, alinhados a Injetor, OFF_HAND e Médico."
"Injetor Carmesim de Reanimação";"Médico";"OFF_HAND";"Injetor";"9";"LEGENDARY";"Necrópole Industrial";"Núcleo de Dosagem Carmesim";"TECNOVARREDURA";"90";"Câmara de Vedação Carmesim (Contenção T9 Off Hand)";"CONTENCAO";"45";"Núcleo Explosivo Carmesim";"ARSENAL";"45";"Biomaterial Reativo Lendário";"32";"Resíduo Infecto Saturado";"80";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T9/Necrópole Industrial, alinhados a Injetor, OFF_HAND e Médico."
"Injetor do Marco Zero";"Médico";"OFF_HAND";"Injetor";"10";"LEGENDARY";"Marco Zero";"Atuador Rubro de Dose Final";"TECNOVARREDURA";"90";"Núcleo Rubro de Esterilização (Contenção T10 Off Hand)";"CONTENCAO";"45";"Cápsula do Marco Zero";"ARSENAL";"45";"Biomaterial Reativo Lendário";"36";"Resíduo Infecto Saturado";"85";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T10/Marco Zero, alinhados a Injetor, OFF_HAND e Médico."
"Máscara Clínica Rasgada";"Médico";"HEAD";"Máscara";"1";"COMMON";"Subúrbio Silencioso";"Filtro Pálido Sujo";"CONTENCAO";"60";"Clipe de Respirador Quebrado";"TECNOVARREDURA";"30";"Lente de Mira Quebrada";"ARSENAL";"30";"Biomaterial Craniano Comum";"9";"Resíduo Infecto Pálido";"16";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T1/Subúrbio Silencioso, alinhados a Máscara, HEAD e Médico."
"Máscara de Oficina Médica";"Médico";"HEAD";"Máscara";"2";"COMMON";"Distrito da Ferrugem";"Cartucho Filtrante Oxidado (Contenção T2 Elmo)";"CONTENCAO";"60";"Válvula de Respirador Oxidada";"TECNOVARREDURA";"30";"Casco de Solda Enferrujado";"DESMANCHE";"30";"Biomaterial Craniano Comum";"10";"Resíduo Infecto Pálido";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T2/Distrito da Ferrugem, alinhados a Máscara, HEAD e Médico."
"Máscara de Isolamento Clínico";"Médico";"HEAD";"Máscara";"3";"UNCOMMON";"Hospital Santa Ruína";"Vedação de Máscara Clínica";"CONTENCAO";"68";"Sensor de Respiração Quebrado";"TECNOVARREDURA";"34";"Tira de Máscara Clínica";"PATRULHA";"33";"Biomaterial Craniano Incomum";"12";"Resíduo Infecto Amarelado";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T3/Hospital Santa Ruína, alinhados a Máscara, HEAD e Médico."
"Máscara de Cabine Sanitária";"Médico";"HEAD";"Máscara";"4";"UNCOMMON";"Terminal dos Esquecidos";"Filtro de Cabine Amarelado";"CONTENCAO";"68";"Módulo de Purificador de Cabine";"TECNOVARREDURA";"34";"Filtro de Cabine Queimado";"CONTENCAO";"33";"Biomaterial Craniano Incomum";"14";"Resíduo Infecto Amarelado";"24";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T4/Terminal dos Esquecidos, alinhados a Máscara, HEAD e Médico."
"Máscara de Quarentena Verde";"Médico";"HEAD";"Máscara";"5";"RARE";"Zona de Quarentena 9";"Cartucho de Quarentena Verde";"CONTENCAO";"75";"Válvula Sanitária Verde";"TECNOVARREDURA";"38";"Visor de Quarentena";"TECNOVARREDURA";"37";"Biomaterial Craniano Raro";"16";"Resíduo Infecto Tóxico";"30";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T5/Zona de Quarentena 9, alinhados a Máscara, HEAD e Médico."
"Máscara de Vapor Cinzento";"Médico";"HEAD";"Máscara";"6";"RARE";"Refinaria do Pó Cinzento";"Filtro de Vapor Ressecado";"CONTENCAO";"75";"Sensor de Vapores Cinzento";"TECNOVARREDURA";"38";"Máscara de Solda Pesada";"DESMANCHE";"37";"Biomaterial Craniano Raro";"20";"Resíduo Infecto Tóxico";"40";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T6/Refinaria do Pó Cinzento, alinhados a Máscara, HEAD e Médico."
"Máscara de Resgate Mutagênico";"Médico";"HEAD";"Máscara";"7";"EPIC";"Avenida dos Caídos";"Inserto Cerâmico Respiratório";"CONTENCAO";"83";"Microvisor de Campo Roxo";"TECNOVARREDURA";"41";"Microvisor Balístico";"TECNOVARREDURA";"41";"Biomaterial Craniano Épico";"22";"Resíduo Infecto Mutagênico";"50";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T7/Avenida dos Caídos, alinhados a Máscara, HEAD e Médico."
"Máscara Helix de Biofiltro";"Médico";"HEAD";"Máscara";"8";"EPIC";"Complexo Helix";"Cápsula Biofiltrante Helix";"CONTENCAO";"83";"Módulo Respiratório Helix";"TECNOVARREDURA";"41";"Manta de Polímero Helix";"PATRULHA";"41";"Biomaterial Craniano Épico";"28";"Resíduo Infecto Mutagênico";"60";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T8/Complexo Helix, alinhados a Máscara, HEAD e Médico."
"Máscara Carmesim de Contenção";"Médico";"HEAD";"Máscara";"9";"LEGENDARY";"Necrópole Industrial";"Núcleo de Respiração Carmesim";"CONTENCAO";"90";"Interface Ocular Carmesim (Tecnovarredura T9 Elmo)";"TECNOVARREDURA";"45";"Visor Carmesim Selado";"CONTENCAO";"45";"Biomaterial Craniano Lendário";"32";"Resíduo Infecto Saturado";"80";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T9/Necrópole Industrial, alinhados a Máscara, HEAD e Médico."
"Máscara do Marco Zero";"Médico";"HEAD";"Máscara";"10";"LEGENDARY";"Marco Zero";"Núcleo Rubro de Respiração";"CONTENCAO";"90";"Visor Rubro de Bioleitura";"TECNOVARREDURA";"45";"Coroa Titânica do Marco";"DESMANCHE";"45";"Biomaterial Craniano Lendário";"36";"Resíduo Infecto Saturado";"85";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T10/Marco Zero, alinhados a Máscara, HEAD e Médico."
"Colete de Primeiros Socorros";"Médico";"ARMOR";"Colete";"1";"COMMON";"Subúrbio Silencioso";"Bolsa de Curativo Rasgada";"COLETA";"60";"Espuma Antisséptica Suja";"CONTENCAO";"30";"Placa de Portão Leve";"DESMANCHE";"30";"Biomaterial Torácico Comum";"9";"Resíduo Infecto Pálido";"16";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T1/Subúrbio Silencioso, alinhados a Colete, ARMOR e Médico."
"Colete Paramédico Enferrujado";"Médico";"ARMOR";"Colete";"2";"COMMON";"Distrito da Ferrugem";"Bolsa de Ferramentas Médicas Gasta";"COLETA";"60";"Vedação de Oficina Sanitária";"CONTENCAO";"30";"Colete de Operário Gasto";"COLETA";"30";"Biomaterial Torácico Comum";"10";"Resíduo Infecto Pálido";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T2/Distrito da Ferrugem, alinhados a Colete, ARMOR e Médico."
"Colete de Triagem Clínica";"Médico";"ARMOR";"Colete";"3";"UNCOMMON";"Hospital Santa Ruína";"Avental Hospitalar Grosso";"COLETA";"68";"Placa de Isolamento Clínico";"CONTENCAO";"34";"Monitor Portátil Quebrado";"TECNOVARREDURA";"33";"Biomaterial Torácico Incomum";"12";"Resíduo Infecto Amarelado";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T3/Hospital Santa Ruína, alinhados a Colete, ARMOR e Médico."
"Colete de Resgate do Terminal";"Médico";"ARMOR";"Colete";"4";"UNCOMMON";"Terminal dos Esquecidos";"Manta de Emergência Desfiada";"COLETA";"68";"Lacre Sanitário de Cabine";"CONTENCAO";"34";"Forro de Assento Rasgado";"COLETA";"33";"Biomaterial Torácico Incomum";"14";"Resíduo Infecto Amarelado";"24";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T4/Terminal dos Esquecidos, alinhados a Colete, ARMOR e Médico."
"Colete de Quarentena Verde";"Médico";"ARMOR";"Colete";"5";"RARE";"Zona de Quarentena 9";"Colete Antimordida Rasgado";"COLETA";"75";"Resina de Quarentena Verde";"CONTENCAO";"38";"Módulo de Alarme Verde";"TECNOVARREDURA";"37";"Biomaterial Torácico Raro";"16";"Resíduo Infecto Tóxico";"30";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T5/Zona de Quarentena 9, alinhados a Colete, ARMOR e Médico."
"Colete de Vapor Cinzento";"Médico";"ARMOR";"Colete";"6";"RARE";"Refinaria do Pó Cinzento";"Avental de Borracha Carbonizado (Coleta T6 Armadura)";"COLETA";"75";"Vedação de Vapor Cinzenta";"CONTENCAO";"38";"Placa de Caldeira Pesada";"DESMANCHE";"37";"Biomaterial Torácico Raro";"20";"Resíduo Infecto Tóxico";"40";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T6/Refinaria do Pó Cinzento, alinhados a Colete, ARMOR e Médico."
"Colete de Campo Mutagênico";"Médico";"ARMOR";"Colete";"7";"EPIC";"Avenida dos Caídos";"Colete Tático Paramédico";"COLETA";"83";"Placa Cerâmica Roxa";"CONTENCAO";"41";"Colete Tático Rasgado (Patrulha T7 Armadura)";"PATRULHA";"41";"Biomaterial Torácico Épico";"22";"Resíduo Infecto Mutagênico";"50";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T7/Avenida dos Caídos, alinhados a Colete, ARMOR e Médico."
"Colete Helix de Estabilização";"Médico";"ARMOR";"Colete";"8";"EPIC";"Complexo Helix";"Revestimento de Polímero Clínico";"COLETA";"83";"Célula Cerâmica de Contenção";"CONTENCAO";"41";"Carcaça Experimental Helix";"DESMANCHE";"41";"Biomaterial Torácico Épico";"28";"Resíduo Infecto Mutagênico";"60";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T8/Complexo Helix, alinhados a Colete, ARMOR e Médico."
"Colete Carmesim da Necrópole";"Médico";"ARMOR";"Colete";"9";"LEGENDARY";"Necrópole Industrial";"Malha de Fibra Médica";"COLETA";"90";"Câmara de Vedação Carmesim (Contenção T9 Armadura)";"CONTENCAO";"45";"Malha de Fibra Pesada (Coleta T9 Armadura)";"COLETA";"45";"Biomaterial Torácico Lendário";"32";"Resíduo Infecto Saturado";"80";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T9/Necrópole Industrial, alinhados a Colete, ARMOR e Médico."
"Colete do Último Socorro";"Médico";"ARMOR";"Colete";"10";"LEGENDARY";"Marco Zero";"Manta de Fibra Rubra (Coleta T10 Armadura)";"COLETA";"90";"Núcleo Rubro de Quarentena";"CONTENCAO";"45";"Placas Titânicas do Marco";"DESMANCHE";"45";"Biomaterial Torácico Lendário";"36";"Resíduo Infecto Saturado";"85";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T10/Marco Zero, alinhados a Colete, ARMOR e Médico."
"Calças de Socorro Rasgadas";"Médico";"PANTS";"Calças";"1";"COMMON";"Subúrbio Silencioso";"Retalho de Calça Grossa";"COLETA";"60";"Fivela de Monitor Quebrada";"TECNOVARREDURA";"30";"Retalho de Jeans Ajustado";"PATRULHA";"30";"Biomaterial Articular Comum";"9";"Resíduo Infecto Pálido";"16";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T1/Subúrbio Silencioso, alinhados a Calças, PANTS e Médico."
"Calças de Oficina Sanitária";"Médico";"PANTS";"Calças";"2";"COMMON";"Distrito da Ferrugem";"Bainha de Uniforme Gasta (Coleta T2 Pernas)";"COLETA";"60";"Sensor de Ferramenta Oxidado";"TECNOVARREDURA";"30";"Porta-cartuchos Oxidado";"ARSENAL";"30";"Biomaterial Articular Comum";"10";"Resíduo Infecto Pálido";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T2/Distrito da Ferrugem, alinhados a Calças, PANTS e Médico."
"Calças de Triagem Clínica";"Médico";"PANTS";"Calças";"3";"UNCOMMON";"Hospital Santa Ruína";"Acolchoado de Maca (Coleta T3 Pernas)";"COLETA";"68";"Cabo de Monitor Clínico";"TECNOVARREDURA";"34";"Lâmina de Tesoura Clínica";"ARSENAL";"33";"Biomaterial Articular Incomum";"12";"Resíduo Infecto Amarelado";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T3/Hospital Santa Ruína, alinhados a Calças, PANTS e Médico."
"Calças de Emergência do Terminal";"Médico";"PANTS";"Calças";"4";"UNCOMMON";"Terminal dos Esquecidos";"Tapete de Embarque Desfiado (Coleta T4 Pernas)";"COLETA";"68";"Chip de Catraca Médica";"TECNOVARREDURA";"34";"Ponta de Canivete Quebrado";"ARSENAL";"33";"Biomaterial Articular Incomum";"14";"Resíduo Infecto Amarelado";"24";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T4/Terminal dos Esquecidos, alinhados a Calças, PANTS e Médico."
"Calças de Quarentena Leve";"Médico";"PANTS";"Calças";"5";"RARE";"Zona de Quarentena 9";"Acolchoado Antimordida (Coleta T5 Pernas)";"COLETA";"75";"Sensor de Gás Verde (Tecnovarredura T5 Pernas)";"TECNOVARREDURA";"38";"Acolchoado Antimordida Leve";"PATRULHA";"37";"Biomaterial Articular Raro";"16";"Resíduo Infecto Tóxico";"30";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T5/Zona de Quarentena 9, alinhados a Calças, PANTS e Médico."
"Calças de Vedação Cinzenta";"Médico";"PANTS";"Calças";"6";"RARE";"Refinaria do Pó Cinzento";"Avental de Borracha Carbonizado (Coleta T6 Pernas)";"COLETA";"75";"Relé de Refinaria";"TECNOVARREDURA";"38";"Avental de Borracha Carbonizado (Patrulha T6 Pernas)";"PATRULHA";"37";"Biomaterial Articular Raro";"20";"Resíduo Infecto Tóxico";"40";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T6/Refinaria do Pó Cinzento, alinhados a Calças, PANTS e Médico."
"Calças de Resgate Mutagênico";"Médico";"PANTS";"Calças";"7";"EPIC";"Avenida dos Caídos";"Joelheira Paramédica Rasgada";"COLETA";"83";"Sensor de Movimento Roxo";"TECNOVARREDURA";"41";"Joelheira Tática Rasgada (Patrulha T7 Pernas)";"PATRULHA";"41";"Biomaterial Articular Épico";"22";"Resíduo Infecto Mutagênico";"50";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T7/Avenida dos Caídos, alinhados a Calças, PANTS e Médico."
"Calças Articuladas Helix";"Médico";"PANTS";"Calças";"8";"EPIC";"Complexo Helix";"Polímero Articulado Clínico";"COLETA";"83";"Atuador de Joelho Helix";"TECNOVARREDURA";"41";"Microserra Helix (Arsenal T8 Pernas)";"ARSENAL";"41";"Biomaterial Articular Épico";"28";"Resíduo Infecto Mutagênico";"60";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T8/Complexo Helix, alinhados a Calças, PANTS e Médico."
"Calças Carmesim de Estabilização";"Médico";"PANTS";"Calças";"9";"LEGENDARY";"Necrópole Industrial";"Trama de Fibra Pesada (Coleta T9 Pernas)";"COLETA";"90";"Câmara de Movimento Carmesim";"TECNOVARREDURA";"45";"Cilindro de Munição Carmesim";"ARSENAL";"45";"Biomaterial Articular Lendário";"32";"Resíduo Infecto Saturado";"80";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T9/Necrópole Industrial, alinhados a Calças, PANTS e Médico."
"Calças do Marco Zero";"Médico";"PANTS";"Calças";"10";"LEGENDARY";"Marco Zero";"Fibra Rubra Articulada (Coleta T10 Pernas)";"COLETA";"90";"Módulo de Passo Final";"TECNOVARREDURA";"45";"Porta-cargas do Marco";"ARSENAL";"45";"Biomaterial Articular Lendário";"36";"Resíduo Infecto Saturado";"85";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T10/Marco Zero, alinhados a Calças, PANTS e Médico."
"Sapatos de Enfermagem Gastos";"Médico";"BOOTS";"Sapatos";"1";"COMMON";"Subúrbio Silencioso";"Couro de Sapato Gasto";"COLETA";"60";"Palmilha Filtrante Suja";"CONTENCAO";"30";"Sola de Tênis Gasto";"PATRULHA";"30";"Biomaterial de Mobilidade Comum";"9";"Resíduo Infecto Pálido";"16";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T1/Subúrbio Silencioso, alinhados a Sapatos, BOOTS e Médico."
"Sapatos de Oficina Sanitária";"Médico";"BOOTS";"Sapatos";"2";"COMMON";"Distrito da Ferrugem";"Cadarço de Uniforme Gasto (Coleta T2 Pés)";"COLETA";"60";"Vedação de Graxa Seca";"CONTENCAO";"30";"Cadarço de Uniforme Gasto (Patrulha T2 Pés)";"PATRULHA";"30";"Biomaterial de Mobilidade Comum";"10";"Resíduo Infecto Pálido";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T2/Distrito da Ferrugem, alinhados a Sapatos, BOOTS e Médico."
"Sapatos de Enfermaria Selada";"Médico";"BOOTS";"Sapatos";"3";"UNCOMMON";"Hospital Santa Ruína";"Cobertura Cirúrgica Rasgada (Coleta T3 Pés)";"COLETA";"68";"Película Antisséptica Rachada";"CONTENCAO";"34";"Cobertura Cirúrgica Rasgada (Patrulha T3 Pés)";"PATRULHA";"33";"Biomaterial de Mobilidade Incomum";"12";"Resíduo Infecto Amarelado";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T3/Hospital Santa Ruína, alinhados a Sapatos, BOOTS e Médico."
"Sapatos de Resgate do Terminal";"Médico";"BOOTS";"Sapatos";"4";"UNCOMMON";"Terminal dos Esquecidos";"Tapete de Piso Emborrachado (Coleta T4 Pés)";"COLETA";"68";"Manta Isolante de Cabine";"CONTENCAO";"34";"Tapete de Piso Emborrachado (Patrulha T4 Pés)";"PATRULHA";"33";"Biomaterial de Mobilidade Incomum";"14";"Resíduo Infecto Amarelado";"24";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T4/Terminal dos Esquecidos, alinhados a Sapatos, BOOTS e Médico."
"Sapatos de Quarentena Verde";"Médico";"BOOTS";"Sapatos";"5";"RARE";"Zona de Quarentena 9";"Manguito Antimordida Leve (Coleta T5 Pés)";"COLETA";"75";"Gel de Desinfecção Coagulado";"CONTENCAO";"38";"Detector de Gás Verde";"TECNOVARREDURA";"37";"Biomaterial de Mobilidade Raro";"16";"Resíduo Infecto Tóxico";"30";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T5/Zona de Quarentena 9, alinhados a Sapatos, BOOTS e Médico."
"Sapatos de Vapor Cinzento";"Médico";"BOOTS";"Sapatos";"6";"RARE";"Refinaria do Pó Cinzento";"Sola de Borracha Vulcanizada (Coleta T6 Pés)";"COLETA";"75";"Pasta de Vedação Cinzenta";"CONTENCAO";"38";"Sola de Borracha Vulcanizada (Patrulha T6 Pés)";"PATRULHA";"37";"Biomaterial de Mobilidade Raro";"20";"Resíduo Infecto Tóxico";"40";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T6/Refinaria do Pó Cinzento, alinhados a Sapatos, BOOTS e Médico."
"Sapatos de Campo Mutagênico";"Médico";"BOOTS";"Sapatos";"7";"EPIC";"Avenida dos Caídos";"Reforço de Polímero de Tornozelo (Coleta T7 Pés)";"COLETA";"83";"Inserto Cerâmico Roxo";"CONTENCAO";"41";"Reforço de Polímero de Tornozelo (Patrulha T7 Pés)";"PATRULHA";"41";"Biomaterial de Mobilidade Épico";"22";"Resíduo Infecto Mutagênico";"50";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T7/Avenida dos Caídos, alinhados a Sapatos, BOOTS e Médico."
"Sapatos de Tração Helix";"Médico";"BOOTS";"Sapatos";"8";"EPIC";"Complexo Helix";"Revestimento de Polímero Translúcido (Coleta T8 Pés)";"COLETA";"83";"Cartucho Cerâmico Helix";"CONTENCAO";"41";"Atuador de Tração Helix";"TECNOVARREDURA";"41";"Biomaterial de Mobilidade Épico";"28";"Resíduo Infecto Mutagênico";"60";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T8/Complexo Helix, alinhados a Sapatos, BOOTS e Médico."
"Sapatos de Marcha Carmesim";"Médico";"BOOTS";"Sapatos";"9";"LEGENDARY";"Necrópole Industrial";"Fibra de Compressão Pesada (Coleta T9 Pés)";"COLETA";"90";"Selo de Marcha Carmesim (Contenção T9 Pés)";"CONTENCAO";"45";"Selo de Marcha Carmesim (Tecnovarredura T9 Pés)";"TECNOVARREDURA";"45";"Biomaterial de Mobilidade Lendário";"32";"Resíduo Infecto Saturado";"80";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T9/Necrópole Industrial, alinhados a Sapatos, BOOTS e Médico."
"Sapatos do Último Passo";"Médico";"BOOTS";"Sapatos";"10";"LEGENDARY";"Marco Zero";"Fibra Escarlate de Tração (Coleta T10 Pés)";"COLETA";"90";"Célula Rubra de Impacto";"CONTENCAO";"45";"Solado Titânico do Marco";"DESMANCHE";"45";"Biomaterial de Mobilidade Lendário";"36";"Resíduo Infecto Saturado";"85";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T10/Marco Zero, alinhados a Sapatos, BOOTS e Médico."
"Rifle de Cano Curto";"Atirador";"MAIN_HAND";"Rifle";"1";"COMMON";"Subúrbio Silencioso";"Cano de Espingarda Velha";"ARSENAL";"60";"Apoio de Madeira Rachado";"DESMANCHE";"30";"Malha Rasgada";"COLETA";"30";"Biomaterial Cortante Comum";"9";"Resíduo Infecto Pálido";"16";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T1/Subúrbio Silencioso, alinhados a Rifle, MAIN_HAND e Atirador."
"Pistola de Gaveta Quebrada";"Atirador";"MAIN_HAND";"Pistola";"1";"COMMON";"Subúrbio Silencioso";"Ferrolho de Pistola Gasto";"ARSENAL";"60";"Punho de Madeira Lascada";"DESMANCHE";"30";"Cano de Espingarda Velha";"ARSENAL";"30";"Biomaterial Cortante Comum";"9";"Resíduo Infecto Pálido";"16";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T1/Subúrbio Silencioso, alinhados a Pistola, MAIN_HAND e Atirador."
"Rifle de Oficina Oxidado";"Atirador";"MAIN_HAND";"Rifle";"2";"COMMON";"Distrito da Ferrugem";"Cano Oxidado de Carabina";"ARSENAL";"60";"Suporte de Bancada Enferrujado";"DESMANCHE";"30";"Cartucho Filtrante Oxidado (Contenção T2 Main Hand)";"CONTENCAO";"30";"Biomaterial Cortante Comum";"10";"Resíduo Infecto Pálido";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T2/Distrito da Ferrugem, alinhados a Rifle, MAIN_HAND e Atirador."
"Pistola de Chapa Enferrujada";"Atirador";"MAIN_HAND";"Pistola";"2";"COMMON";"Distrito da Ferrugem";"Tambor Oxidado de Revólver";"ARSENAL";"60";"Placa de Oficina Recortada";"DESMANCHE";"30";"Cano Oxidado de Carabina";"ARSENAL";"30";"Biomaterial Cortante Comum";"10";"Resíduo Infecto Pálido";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T2/Distrito da Ferrugem, alinhados a Pistola, MAIN_HAND e Atirador."
"Rifle de Dardos Clínicos";"Atirador";"MAIN_HAND";"Rifle";"3";"UNCOMMON";"Hospital Santa Ruína";"Lançador de Dardos Clínicos";"ARSENAL";"68";"Trilho de Leito Hospitalar";"DESMANCHE";"34";"Forro de Maca Rasgado";"COLETA";"33";"Biomaterial Cortante Incomum";"12";"Resíduo Infecto Amarelado";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T3/Hospital Santa Ruína, alinhados a Rifle, MAIN_HAND e Atirador."
"Pistola de Sedativo Quebrada";"Atirador";"MAIN_HAND";"Pistola";"3";"UNCOMMON";"Hospital Santa Ruína";"Câmara de Sedativo Pressurizada";"ARSENAL";"68";"Punho de Aço Clínico";"DESMANCHE";"34";"Gel Condutor Vencido";"CONTENCAO";"33";"Biomaterial Cortante Incomum";"12";"Resíduo Infecto Amarelado";"20";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T3/Hospital Santa Ruína, alinhados a Pistola, MAIN_HAND e Atirador."
"Rifle de Sinalização de Embarque";"Atirador";"MAIN_HAND";"Rifle";"4";"UNCOMMON";"Terminal dos Esquecidos";"Cano de Sinalizador Longo";"ARSENAL";"68";"Placa de Embarque Recortada";"DESMANCHE";"34";"Capacitor de Cabine";"TECNOVARREDURA";"33";"Biomaterial Cortante Incomum";"14";"Resíduo Infecto Amarelado";"24";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T4/Terminal dos Esquecidos, alinhados a Rifle, MAIN_HAND e Atirador."
"Pistola de Segurança do Terminal";"Atirador";"MAIN_HAND";"Pistola";"4";"UNCOMMON";"Terminal dos Esquecidos";"Mecanismo de Pistola de Segurança";"ARSENAL";"68";"Painel de Catraca Quebrado";"DESMANCHE";"34";"Capacitor de Cabine";"TECNOVARREDURA";"33";"Biomaterial Cortante Incomum";"14";"Resíduo Infecto Amarelado";"24";"Mantem materiais atuais quando coerentes; completa para 3 materiais de gathering de T4/Terminal dos Esquecidos, alinhados a Pistola, MAIN_HAND e Atirador."
